event_id,process,sample,is_data,m_gammagamma,diphoton_ti,diphoton_region,channel,n_leptons,partition,event_weight_signed,observed_data_weight,n_jets,n_central_jets,n_forward_jets,n_bjets,leading_jet_pt,subleading_jet_pt,ht_jets,training_role,nti_proxy_weight,significance_model_weight_36fb,label,physical_training_weight,bdt_fit_weight
data:311244:404071024:2:44692,data,data,True,148.32251898213684,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,52.52607345581055,41.171817779541016,123.34416770935059,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311244:400499441:2:44696,data,data,True,113.31783948385875,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,76.20384979248047,27.470706939697266,130.93030738830566,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311244:430818694:2:44731,data,data,True,118.33516670606014,False,NTI,hadronic,0,train,1.0,1.0,4,4,0,2,135.07615661621094,66.31536865234375,275.32006072998047,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311244:436082833:2:44733,data,data,True,118.32431540617539,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,90.55479431152344,31.902511596679688,153.61816024780273,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:892742037:2:44751,data,data,True,113.29985920604426,False,NTI,hadronic,0,train,1.0,1.0,5,5,0,1,136.9479217529297,121.40840911865234,383.6886672973633,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:901786896:2:44755,data,data,True,150.7849358604796,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,26.669939041137695,26.45090675354004,78.49630737304688,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:910085519:2:44762,data,data,True,113.56937388664352,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,132.81289672851562,65.38066864013672,257.40134048461914,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:910232956:2:44765,data,data,True,140.72507851070753,False,NTI,hadronic,0,test,1.0,1.0,4,4,0,2,153.74807739257812,123.72164916992188,367.3769474029541,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:920235257:2:44774,data,data,True,114.6650878294932,False,NTI,hadronic,0,test,1.0,1.0,3,3,0,1,72.8504638671875,63.63016128540039,182.81232452392578,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:927952777:2:44783,data,data,True,115.90456531116159,False,NTI,hadronic,0,test,1.0,1.0,5,5,0,1,75.47789764404297,46.50263214111328,207.1215305328369,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:929484290:2:44789,data,data,True,136.32181497991547,False,NTI,hadronic,0,train,1.0,1.0,4,4,0,1,61.87749481201172,46.69252014160156,178.64797401428223,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:934343526:2:44794,data,data,True,158.48407214122392,False,NTI,hadronic,0,test,1.0,1.0,7,7,0,1,165.61679077148438,162.9150848388672,538.3713397979736,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:939885735:2:44796,data,data,True,140.25059466100893,False,NTI,hadronic,0,train,1.0,1.0,6,6,0,1,130.8186492919922,66.5738296508789,352.0166778564453,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:311365:945951815:2:44799,data,data,True,109.89597724055471,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,2,89.00521087646484,54.50191879272461,169.6046905517578,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:310249:1805186400:2:44807,data,data,True,144.75257658723274,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,186.94187927246094,49.55424880981445,272.0925407409668,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:310249:1808625012:2:44812,data,data,True,132.91795614683525,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,97.12662506103516,85.23880767822266,219.65676879882812,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
data:310249:1815897357:2:44816,data,data,True,159.01367319311964,False,NTI,hadronic,0,train,1.0,1.0,3,3,0,1,82.93717193603516,39.1910285949707,155.37407684326172,background_ggH_or_NTI,0.0024767111111111107,0.0024767111111111107,0,0.0024767111111111107,0.0024767111111111107
