category,kept,ttH_tH_signal_yield_36fb,resonant_higgs_background_yield_36fb,NTI_continuum_proxy_yield_36fb,total_background_yield_36fb,total_model_yield_36fb,S_over_B,S_over_sqrtB,expected_counting_significance_Z
ttH_had_BDT1,True,1.4760011620469273,0.06821348405145422,1.2085962853049825,1.2768097693564369,2.7528109314033644,1.1560071026014243,1.306241871467227,1.1303695976515742
ttH_had_BDT2,True,3.063612546099402,0.7026956359422782,8.280833903186396,8.983529539128675,12.047142085228078,0.3410254881175073,1.0221398945039117,0.9710158642913804
tH_had_4j1b,True,1.1306521446045268,0.901486488871248,12.530414390226497,13.431900879097745,14.562553023702272,0.08417662956134588,0.3085036251636543,0.3043205839428184
tH_had_4j2b,True,0.08866356013982266,0.07345111289711936,0.9616787646512764,1.0351298775483957,1.1237934376882184,0.08565452709162802,0.0871460573636962,0.08594438612822829
unassigned,False,2.391160291266525,3.4546881219251384,45.549784731117896,49.00447285304303,51.395633144309556,0.048794735501741876,0.3415787375622466,0.33885586192689054
