event_id,process,stable_partition,n_central_jets,n_bjets,jet1_pt,jet_ht,diphoton_pt,m_gammagamma,bdt_score,assigned_category
data:304337:304337:786519563,data,test,7,1,106.8790283203125,425.7298583984375,60.806496,157.96783,0.8127373515014464,ttH_had_BDT2
data:304337:304337:803591347,data,train,3,1,136.63243103027344,199.79713439941406,65.21909,113.830505,0.210370744003576,unassigned
data:304337:304337:814137419,data,test,4,1,50.22310256958008,139.01710510253906,23.777353,108.45302,0.1212607685878945,tH_had_4j1b
data:304337:304337:824076595,data,train,3,1,49.50914001464844,141.14871215820312,85.91488,145.77106,0.21138675175740054,unassigned
data:304337:304337:826674247,data,validation,3,1,66.5323257446289,125.30192565917969,57.296932,130.92082,0.11310175638949564,unassigned
data:304337:304337:830474708,data,train,3,1,169.5188446044922,251.31906127929688,221.11902,157.60796,0.7412852499111283,ttH_had_BDT2
data:304337:304337:832391281,data,train,3,1,68.76705932617188,164.822998046875,55.642006,106.376396,0.24741255974148646,unassigned
data:304337:304337:836685970,data,train,3,1,152.85623168945312,247.0166473388672,124.76474,114.92185,0.34891057308010764,unassigned
data:304337:304337:841229523,data,train,3,1,78.75975036621094,180.00778198242188,108.30641,140.90881,0.4193007068032792,unassigned
data:304337:304337:848579920,data,train,3,1,41.94623947143555,106.36576843261719,34.093887,159.8247,0.07796643553981078,unassigned
data:304337:304337:856451626,data,train,3,1,52.147396087646484,123.50069427490234,59.43575,109.85351,0.12006645124481373,unassigned
data:304337:304337:864530406,data,validation,3,1,84.27996826171875,194.4336395263672,18.959888,124.72146,0.21139192757985528,unassigned
data:304337:304337:866797088,data,test,4,1,123.72709655761719,263.4991455078125,142.72655,152.29129,0.698478989786876,ttH_had_BDT2
data:304337:304337:867316789,data,train,3,1,73.59285736083984,185.65045166015625,33.674957,121.26805,0.2720779887099489,unassigned
data:304337:304337:873271662,data,train,5,1,72.73587036132812,213.9412078857422,52.34847,105.353714,0.5545053075546308,unassigned
data:304337:304337:873887736,data,test,3,1,137.2299346923828,319.54736328125,85.6506,152.08852,0.3710604004286556,unassigned
data:304337:304337:904125198,data,validation,4,1,33.98582458496094,123.54994201660156,13.057869,155.56888,0.09309354186775243,tH_had_4j1b
data:304337:304337:908437292,data,train,3,1,59.431480407714844,129.11080932617188,8.86071,152.4112,0.11111381615421465,unassigned
data:304337:304337:920731655,data,train,4,1,104.3313980102539,274.81842041015625,56.907578,156.74294,0.5075965291989761,tH_had_4j1b
data:304337:304337:925263111,data,train,4,1,179.35311889648438,289.838623046875,55.429497,134.65746,0.34859476364571945,tH_had_4j1b
data:304337:304337:933634170,data,test,3,1,68.54669189453125,158.1842498779297,21.923029,121.88737,0.18006776400744656,unassigned
data:304337:304337:944835632,data,train,3,1,76.1260757446289,134.98533630371094,74.89282,116.97457,0.16899700464885647,unassigned
data:304337:304337:946038098,data,validation,4,1,66.36080169677734,149.77047729492188,45.41455,124.453995,0.20988113461504135,tH_had_4j1b
data:304337:304337:956094350,data,validation,4,1,98.32501220703125,227.5260772705078,71.54504,123.32588,0.5188223414221887,tH_had_4j1b
data:304337:304337:959397077,data,train,3,1,118.87967681884766,178.5531463623047,57.392574,119.64049,0.22359815269213146,unassigned
data:304337:304337:966803400,data,test,4,2,102.79037475585938,249.3873291015625,135.03967,114.01351,0.8411110275480607,ttH_had_BDT2
data:304337:304337:972349932,data,train,3,1,64.58881378173828,179.81118774414062,28.65173,116.42727,0.24271118737346412,unassigned
data:304337:304337:974378661,data,test,3,1,87.55081939697266,154.42958068847656,61.336094,109.46187,0.1968327030225036,unassigned
data:304337:304337:983750903,data,test,3,1,77.40225219726562,150.38209533691406,90.7421,123.20809,0.26422921836566426,unassigned
data:304409:304409:1015806223,data,train,3,1,135.85980224609375,210.2943878173828,63.457905,139.73697,0.231910552848379,unassigned
data:304409:304409:1023983935,data,train,3,1,151.47103881835938,288.634033203125,100.49741,116.27632,0.34312100067229473,unassigned
data:304409:304409:1033377240,data,validation,5,1,63.2597770690918,193.1824188232422,108.020706,124.8911,0.5684739145219581,unassigned
data:304409:304409:1045350655,data,validation,5,1,92.17649841308594,305.4560546875,36.384148,110.98583,0.7131372725179067,ttH_had_BDT2
data:304409:304409:1057266257,data,train,3,1,119.0360107421875,246.77777099609375,95.50379,130.89125,0.38824967409264755,unassigned
data:304409:304409:1096756935,data,test,3,1,68.51387786865234,133.99819946289062,150.08545,156.42694,0.5073971689113526,unassigned
data:304409:304409:339942480,data,validation,3,1,109.88523864746094,267.1357421875,90.58171,115.138756,0.45451549083737175,unassigned
data:304409:304409:342379439,data,train,5,2,79.71890258789062,256.4454040527344,111.37401,133.87999,0.851637579866591,ttH_had_BDT2
data:304409:304409:353997399,data,train,3,1,59.366111755371094,121.75212860107422,43.951252,153.38797,0.10887067637583706,unassigned
data:304409:304409:359580952,data,train,4,1,28.79186248779297,108.58634185791016,108.42986,158.16223,0.2723322951107159,tH_had_4j1b
data:304409:304409:365252238,data,train,4,1,148.60366821289062,326.1368103027344,7.3348837,136.75594,0.3323084076751969,tH_had_4j1b
data:304409:304409:382609571,data,train,4,1,68.32831573486328,191.83399963378906,1.3128917,149.3359,0.2617735628155774,tH_had_4j1b
data:304409:304409:398577816,data,train,3,1,114.87700653076172,173.98439025878906,65.33256,112.03292,0.21523741103201965,unassigned
data:304409:304409:407852211,data,train,4,1,96.60716247558594,269.1588439941406,87.170204,106.23099,0.6954069291948776,ttH_had_BDT2
data:304409:304409:417930605,data,train,5,2,164.850830078125,383.53570556640625,124.23154,116.83568,0.8807968589085386,ttH_had_BDT1
data:304409:304409:421554185,data,train,3,1,100.79824829101562,206.01702880859375,84.25176,129.9776,0.3419617542925079,unassigned
data:304409:304409:425313691,data,validation,3,1,47.574554443359375,110.53782653808594,8.001292,137.27379,0.0705468416049209,unassigned
data:304409:304409:427666746,data,train,3,1,67.32059478759766,157.70298767089844,50.252094,130.51556,0.22861828405274423,unassigned
data:304409:304409:429794464,data,train,3,1,132.7128143310547,262.9480285644531,104.40984,145.16963,0.3900281567903711,unassigned
data:304409:304409:435712186,data,train,3,1,85.12890625,188.16249084472656,44.585415,147.72214,0.2652068345265777,unassigned
data:304409:304409:440117569,data,train,3,1,69.1886978149414,158.43463134765625,74.115906,154.864,0.26417021502958904,unassigned
data:304409:304409:447794808,data,test,3,2,44.199764251708984,111.5345230102539,16.624878,112.42574,0.1377543766224477,unassigned
data:304409:304409:457075497,data,train,3,1,200.3777618408203,308.12310791015625,73.89676,144.14992,0.20043158150048782,unassigned
data:304409:304409:459404842,data,train,3,1,28.691265106201172,82.71929168701172,112.98792,109.82845,0.23967606028413635,unassigned
data:304409:304409:465886564,data,train,3,1,124.74002075195312,243.67431640625,166.62474,152.88417,0.6115318748663456,unassigned
data:304409:304409:475245017,data,train,3,1,127.99174499511719,207.3369598388672,41.055164,135.39552,0.23040357641909223,unassigned
data:304409:304409:479081231,data,train,4,1,143.35752868652344,329.0777893066406,5.708975,144.27632,0.3672460134475101,tH_had_4j1b
data:304409:304409:492443900,data,train,4,1,113.49860382080078,252.9591064453125,70.0326,126.85999,0.4650502574658748,tH_had_4j1b
data:304409:304409:495046919,data,train,3,1,94.50885009765625,200.50872802734375,57.60967,154.83276,0.2899083343835593,unassigned
data:304409:304409:496744194,data,train,4,1,172.2398223876953,360.67596435546875,54.905575,131.94785,0.4083775592717284,tH_had_4j1b
data:304409:304409:499322613,data,train,3,1,115.4220962524414,215.9844207763672,11.089805,134.93695,0.26059142211625413,unassigned
data:304409:304409:500949004,data,test,4,1,46.385318756103516,139.20211791992188,26.910458,131.29776,0.12951824862748182,tH_had_4j1b
data:304409:304409:516169082,data,train,3,1,81.22776794433594,147.9483184814453,162.61925,149.14742,0.6268247054826623,unassigned
data:304409:304409:528417166,data,train,3,1,110.06317901611328,178.72450256347656,102.01765,139.09193,0.3140720891854657,unassigned
data:304409:304409:530557432,data,train,3,1,26.907337188720703,82.78550720214844,9.472783,134.21516,0.0680750654994694,unassigned
data:304409:304409:547295986,data,test,3,2,89.52485656738281,186.76705932617188,125.81589,128.84723,0.6395629335740757,unassigned
data:304409:304409:548178254,data,train,4,1,66.04820251464844,180.6717071533203,53.246964,132.44763,0.3245046045038083,tH_had_4j1b
data:304409:304409:549447969,data,train,4,1,167.81993103027344,361.0056457519531,123.47998,134.49474,0.6304082876931408,tH_had_4j1b
data:304409:304409:560289509,data,train,6,1,123.047119140625,407.34759521484375,58.354553,154.11194,0.784924623909583,ttH_had_BDT2
data:304409:304409:573165766,data,validation,3,1,100.47489166259766,158.22634887695312,22.395899,125.26182,0.15787970923930802,unassigned
