category,signal,background,total,sb
ttH_had_BDT1,8.256887627489157,5.0821304340702795,13.339018061559436,3.66263356064509
ttH_had_BDT2,1.723913233852461,2.073952984315862,3.797866218168323,1.1970600858507583
ttH_had_BDT3,0.1563326560901912,7.183069111850054,7.339401767940245,0.05833036366777342
ttH_had_BDT4,7.0081247234492245,8.697423268269244,15.705547991718468,2.376328733799199
tH_had_4j1b,7.878749166383735,5.995157404789432,13.873906571173167,3.2177846760090434
tH_had_4j2b,6.070523261758823,0.8728568589810215,6.943380120739844,6.497624551412005
unassigned,4.591469220770657,8.662090594259862,13.253559815030519,1.5600564613016767
