event_id,run_number,event_number,sample,process,is_data,is_signal,m_gammagamma,diphoton_ti,diphoton_nti,photon1_pt,photon2_pt,n_leptons,n_jets,n_central_jets,n_forward_jets,n_bjets,ht_jets,leading_jet_pt,min_dr_gam_jet,passes_hadronic_preselection,preselection_channel,sm_mc_weight_36fb,event_weight,observed_data_weight,partition,nti_continuum_proxy_weight,significance_model_weight_36fb,training_role,target,mixture_weight,bdt_fit_weight,bdt_score
284500:2048679:ggH,284500,2048679,ggH,ggH,False,False,125.85644,True,False,110.88435,93.7139,0,3,3,0,1,324.28113,242.87079,0.74204165,True,hadronic,0.025707242544729274,0.025707242544729274,0.0,train,0.0,0.025707242544729274,background_resonant_ggH,0,0.025707242544729274,0.00029544861130310375,0.4435849815647528
284500:2053139:ggH,284500,2053139,ggH,ggH,False,False,124.18753,True,False,85.42833,71.449554,0,3,3,0,1,313.2746,140.20111,1.3425797,True,hadronic,0.020565731142939858,0.020565731142939858,0.0,train,0.0,0.020565731142939858,background_resonant_ggH,0,0.020565731142939858,0.00023635816622659723,0.4717102816004865
284500:2052684:ggH,284500,2052684,ggH,ggH,False,False,125.4254,True,False,162.24387,88.89197,0,4,4,0,2,224.02383,125.39939,0.69676965,True,hadronic,0.019328855229055128,0.019328855229055128,0.0,train,0.0,0.019328855229055128,background_resonant_ggH,0,0.019328855229055128,0.00022214297879544177,0.5719488313935384
284500:2215964:ggH,284500,2215964,ggH,ggH,False,False,126.497505,True,False,120.22079,58.5727,0,3,3,0,1,269.27493,178.43095,2.484648,True,hadronic,0.012248214522023572,0.012248214522023572,0.0,train,0.0,0.012248214522023572,background_resonant_ggH,0,0.012248214522023572,0.00014076647719715529,0.451909121710075
284500:2210515:ggH,284500,2210515,ggH,ggH,False,False,124.27395,True,False,153.69801,33.375572,0,3,3,0,1,256.35223,152.44289,1.4462293,True,hadronic,0.020986003040812252,0.020986003040812252,0.0,train,0.0,0.020986003040812252,background_resonant_ggH,0,0.020986003040812252,0.00024118827386572156,0.4317806081341484
284500:2221088:ggH,284500,2221088,ggH,ggH,False,False,126.58393,True,False,79.79716,82.933716,0,4,4,0,2,312.14755,95.86069,1.6751703,True,hadronic,0.020311739347143816,0.020311739347143816,0.0,train,0.0,0.020311739347143816,background_resonant_ggH,0,0.020311739347143816,0.00023343908522365598,0.6338267778171054
284500:2220935:ggH,284500,2220935,ggH,ggH,False,False,126.97511,True,False,173.36249,39.579952,0,6,6,0,1,287.10114,116.35538,1.494852,True,hadronic,0.01123573741519606,0.01123573741519606,0.0,train,0.0,0.01123573741519606,background_resonant_ggH,0,0.01123573741519606,0.00012913026399117284,0.6344022378539207
284500:2225947:ggH,284500,2225947,ggH,ggH,False,False,125.10714,True,False,123.6152,83.565575,0,4,4,0,1,192.7691,81.728294,2.1318967,True,hadronic,0.02050369592906456,0.02050369592906456,0.0,train,0.0,0.02050369592906456,background_resonant_ggH,0,0.02050369592906456,0.0002356452069210841,0.40795635905813565
284500:2092473:ggH,284500,2092473,ggH,ggH,False,False,126.84637,True,False,178.84802,34.01765,0,3,3,0,1,200.4213,87.9663,2.452558,True,hadronic,0.020003845525651057,0.020003845525651057,0.0,train,0.0,0.020003845525651057,background_resonant_ggH,0,0.020003845525651057,0.00022990051815133914,0.3860896380911025
284500:2098686:ggH,284500,2098686,ggH,ggH,False,False,123.15418,True,False,183.0085,48.936405,0,4,4,0,1,701.5327,473.8,1.0331063,True,hadronic,-0.01868319824998787,-0.01868319824998787,0.0,train,0.0,-0.01868319824998787,background_resonant_ggH,0,0.01868319824998787,0.0002147225618638448,0.5834895380626471
