event_id,sample,process,process_role,m_gammagamma,n_electrons,n_muons,n_leptons,n_jets,n_jets_central,n_jets_forward,n_bjets,n_bjets_central,ht_jets,lead_jet_pt,sublead_jet_pt,met,pt_gg,delta_r_gg,photon_ti,partition,bdt_score,category,significance_model_weight_36fb
ttH|346525|284500|631301,ttH,ttH,signal_top,121.81900116190553,0,0,0,4,4,0,1,1,374.2420463562012,168.53663635253906,110.87493133544922,45.248077392578125,89.23441536087547,2.175959899753088,False,train,0.4110875306042856,ttH_had_BDT3,0.0
ttH|346525|284500|631731,ttH,ttH,signal_top,120.97946570106943,0,0,0,7,7,0,2,2,428.1111297607422,125.85529327392578,95.42391204833984,34.58056640625,84.01988973889962,1.9439545626391104,True,test,0.9028082233922123,ttH_had_BDT1,0.0
ttH|346525|284500|631676,ttH,ttH,signal_top,126.03007181425579,0,0,0,6,6,0,2,2,433.03545570373535,167.77162170410156,87.43794250488281,34.61012268066406,174.92568563409284,1.3690766708699722,True,test,0.9543398401301942,ttH_had_BDT1,0.0003289011142883998
ttH|346525|284500|631670,ttH,ttH,signal_top,123.7273636369572,0,0,0,6,6,0,1,1,195.81229972839355,54.88991165161133,34.40205764770508,31.36037826538086,196.74294077360918,1.2688623415204945,True,train,0.8707617839330759,ttH_had_BDT2,0.00044929228871746184
ttH|346525|284500|631969,ttH,ttH,signal_top,123.08946756758932,0,0,0,4,4,0,1,1,185.57284545898438,70.40398406982422,41.888641357421875,79.53324127197266,66.48696453668659,2.248161164521878,True,train,0.5175256882014718,ttH_had_BDT3,0.0003564409164543878
ttH|346525|284500|632728,ttH,ttH,signal_top,123.6484321276702,0,0,0,5,5,0,1,1,430.3197593688965,130.79263305664062,122.6059799194336,28.65044403076172,44.7757412445684,2.9323123829499793,True,train,0.643365578948761,ttH_had_BDT3,0.00030248333252380085
ttH|346525|284500|632758,ttH,ttH,signal_top,124.53155904686625,0,0,0,4,4,0,2,2,358.31006240844727,121.09308624267578,101.7643814086914,14.529976844787598,126.2481167922394,1.6907848498258273,True,test,0.809053815925193,ttH_had_BDT2,0.00038289184689419253
ttH|346525|284500|632416,ttH,ttH,signal_top,126.69517185228362,0,0,0,3,3,0,2,2,240.442626953125,121.53356170654297,61.359535217285156,62.3885383605957,44.11578848094923,2.620029947503197,True,train,0.5560997736227714,ttH_had_BDT3,0.0003577475827349409
ttH|346525|284500|632088,ttH,ttH,signal_top,123.9509113305618,0,0,0,5,5,0,1,1,267.7897434234619,86.76909637451172,55.99747085571289,17.657394409179688,76.86909408904945,2.0967020026429934,True,train,0.6107017124652977,ttH_had_BDT3,0.00020719912477163867
ttH|346525|284500|632136,ttH,ttH,signal_top,122.56537494411802,0,0,0,4,4,0,1,1,302.78371810913086,88.32315826416016,84.8614501953125,109.63843536376953,24.42501836305363,2.9410841524636355,True,val,0.5566680416220875,ttH_had_BDT3,0.0
ttH|346525|284500|632946,ttH,ttH,signal_top,125.99256748193984,0,0,0,4,4,0,1,1,186.44119453430176,71.54405212402344,63.39755630493164,84.5293960571289,28.037474263137295,3.4474762399331125,True,test,0.3357604480131279,tH_had_4j1b,0.0003788802788122909
ttH|346525|284500|632213,ttH,ttH,signal_top,127.53135637692462,0,0,0,4,4,0,1,1,194.95431518554688,64.34083557128906,63.98672103881836,49.8176155090332,146.13556328325137,1.566781510665027,False,test,0.644577614432963,ttH_had_BDT3,0.0
ttH|346525|284500|1748510,ttH,ttH,signal_top,120.14781223289346,0,0,0,3,3,0,2,2,187.3519172668457,65.74900817871094,62.66331481933594,103.71965026855469,205.42512944021763,1.1696811514766956,True,val,0.9133464608688612,ttH_had_BDT1,0.0
ttH|346525|284500|1748602,ttH,ttH,signal_top,122.91373335172544,0,0,0,5,5,0,2,2,252.78111267089844,74.1661376953125,53.218563079833984,59.65544128417969,92.99908055748342,2.0911159028332915,False,test,0.8521410336011659,ttH_had_BDT2,0.0
ttH|346525|284500|1748309,ttH,ttH,signal_top,119.42866764631198,0,0,0,3,3,0,1,1,135.31341171264648,64.85950469970703,44.58290100097656,110.87783813476562,149.97752466117691,1.9229355865276172,False,train,0.838128549999591,ttH_had_BDT2,0.0
ttH|346525|284500|1748519,ttH,ttH,signal_top,124.40923411033563,0,0,0,4,4,0,2,2,249.4562644958496,75.9068603515625,69.36676025390625,50.16080093383789,121.09793348167989,1.6899834093659258,False,train,0.7947691904418911,ttH_had_BDT2,0.0
ttH|346525|284500|1748684,ttH,ttH,signal_top,125.85791601265556,0,0,0,5,5,0,2,2,361.5484275817871,129.20751953125,98.74248504638672,9.076363563537598,112.81613935166078,2.014570996402518,True,train,0.8799467621259164,ttH_had_BDT2,0.00039846195577533585
ttH|346525|284500|1748606,ttH,ttH,signal_top,125.16544128496992,0,0,0,5,5,0,1,1,232.16785049438477,80.14710998535156,58.28813934326172,43.19921875,156.7361668806542,1.408488359372071,True,test,0.7752990099832843,ttH_had_BDT2,0.0003706599658579509
ttH|346525|284500|1748415,ttH,ttH,signal_top,125.99133497435822,0,0,0,4,4,0,2,2,355.44531631469727,141.31007385253906,109.0102767944336,93.64340209960938,107.46026258291919,2.48362804832842,False,val,0.8994889547348133,ttH_had_BDT1,0.0
ttH|346525|284500|1748557,ttH,ttH,signal_top,125.17420475811966,0,0,0,3,3,0,1,1,187.61523818969727,96.57621002197266,51.014766693115234,5.334547996520996,99.00943132348809,1.9172496304996738,False,train,0.18486306669184405,unassigned,0.0
ttH|346525|284500|1748175,ttH,ttH,signal_top,125.37334960110879,0,0,0,5,5,0,2,2,378.96348571777344,153.40151977539062,89.48688507080078,35.51138687133789,138.04527792332294,1.8427205206291217,True,train,0.913031001201489,ttH_had_BDT1,0.00030864719694270883
ttH|346525|284500|700271,ttH,ttH,signal_top,125.23736167626429,0,0,0,4,4,0,1,1,219.13994598388672,86.30406188964844,70.36688232421875,30.871667861938477,71.46016055211355,2.165973822517701,False,train,0.36605335138227163,ttH_had_BDT3,0.0
ttH|346525|284500|701428,ttH,ttH,signal_top,124.85887462179896,0,0,0,5,5,0,1,1,350.3266143798828,106.42193603515625,88.7367935180664,61.653350830078125,84.15063970638224,2.3803617526172096,True,val,0.7190217862718552,ttH_had_BDT3,0.0003342638610138299
ttH|346525|284500|701494,ttH,ttH,signal_top,129.72315779392565,0,0,0,3,3,0,1,1,199.66778373718262,107.43358612060547,65.99732971191406,28.809871673583984,49.626813455234746,2.9111544200974926,False,test,0.16590470607512542,unassigned,0.0
ttH|346525|284500|701741,ttH,ttH,signal_top,123.52848337598934,0,0,0,5,5,0,1,1,498.7529182434082,169.1785430908203,129.9904327392578,48.396949768066406,375.53704922818594,0.6663129004403227,True,train,0.8536005877723541,ttH_had_BDT2,0.000360140000103166
ttH|346525|284500|701453,ttH,ttH,signal_top,125.1883082318025,0,0,0,6,6,0,1,1,464.2811470031738,127.24079132080078,104.99020385742188,78.31393432617188,83.25599382013924,3.043742474402206,False,train,0.8013746677120137,ttH_had_BDT2,0.0
ttH|346525|284500|701822,ttH,ttH,signal_top,123.1324030656378,0,0,0,4,4,0,1,1,237.08492279052734,73.45408630371094,66.98759460449219,17.727846145629883,140.70032903018304,1.8648970409284202,False,train,0.6990325038990757,ttH_had_BDT3,0.0
ttH|346525|284500|701427,ttH,ttH,signal_top,128.2637859039803,0,0,0,4,4,0,1,1,241.43463134765625,118.78436279296875,49.67350387573242,41.46078872680664,35.04447690682679,2.7788488565775578,True,train,0.3659331635060947,ttH_had_BDT3,0.0
ttH|346525|284500|701641,ttH,ttH,signal_top,123.97504960779838,0,0,0,6,6,0,1,1,306.22257232666016,89.68446350097656,60.38337707519531,15.938939094543457,105.92073731750335,2.031110650027892,True,test,0.8370380590128421,ttH_had_BDT2,0.0003633862897325303
ttH|346525|284500|701500,ttH,ttH,signal_top,126.30819189323411,0,0,0,5,5,0,1,1,354.8187713623047,100.39192199707031,87.4537124633789,26.70559310913086,210.19697245949197,1.1374454650516324,True,train,0.8647211466668069,ttH_had_BDT2,0.0003748145771770869
ttH|346525|284500|701751,ttH,ttH,signal_top,123.97559786388518,0,0,0,3,3,0,1,1,116.71863174438477,52.437843322753906,34.987205505371094,7.699331760406494,10.083416692740315,3.04627775405718,True,train,0.042974665232513094,unassigned,0.0003519101528464717
ttH|346525|284500|701902,ttH,ttH,signal_top,125.29231417862907,0,0,0,7,7,0,1,1,505.66121673583984,162.36134338378906,92.77125549316406,33.861541748046875,188.25322176052748,1.1754300764804044,True,train,0.920091462037787,ttH_had_BDT1,0.00031219407180242703
ttH|346525|284500|701540,ttH,ttH,signal_top,126.04880114862654,0,0,0,5,5,0,1,1,1226.156581878662,622.7508544921875,315.1844787597656,55.277164459228516,194.12739816127004,1.1719882612206405,False,train,0.7254731248509246,ttH_had_BDT3,0.0
ttH|346525|284500|707666,ttH,ttH,signal_top,127.02737689730604,0,0,0,4,4,0,1,1,263.38501358032227,109.72274017333984,72.89673614501953,26.980417251586914,47.35304625837637,2.7858001287403256,True,train,0.42287929597044716,ttH_had_BDT3,0.0
ttH|346525|284500|707109,ttH,ttH,signal_top,125.44700812085989,0,0,0,4,4,0,1,1,149.33659553527832,43.123497009277344,39.47064971923828,50.61144256591797,148.16800788953876,1.4650089377749065,True,val,0.6341182382240341,ttH_had_BDT3,0.00032142325881580477
ttH|346525|284500|707626,ttH,ttH,signal_top,126.14536737284591,0,0,0,5,5,0,2,2,305.2722911834717,101.31326293945312,77.25188446044922,16.419334411621094,47.40103717918423,3.0082710059623103,False,train,0.7753694029943009,ttH_had_BDT2,0.0
ttH|346525|284500|707732,ttH,ttH,signal_top,125.0697299291298,0,0,0,5,5,0,2,2,275.69945335388184,93.88863372802734,61.33234786987305,96.6878890991211,66.32691172340267,2.4193951525826773,True,train,0.8384079903504181,ttH_had_BDT2,0.00013205039839492375
ttH|346525|284500|707075,ttH,ttH,signal_top,124.0203889125839,0,0,0,5,5,0,1,1,331.21330642700195,108.98401641845703,83.47203063964844,43.729949951171875,137.47165166179124,2.1213803758176772,True,train,0.801311084924811,ttH_had_BDT2,0.0003281570847061
ttH|346525|284500|707155,ttH,ttH,signal_top,127.05396880562117,0,0,0,4,4,0,2,2,286.2222957611084,131.1569061279297,83.2083969116211,50.50425720214844,110.19587961462666,2.218222890309858,True,train,0.8146944723680629,ttH_had_BDT2,0.0
ttH|346525|284500|707596,ttH,ttH,signal_top,127.14863808303406,0,0,0,4,4,0,1,1,363.0711212158203,144.953369140625,133.35440063476562,11.446885108947754,75.98447526462483,2.2185459691510228,False,train,0.4135011414708062,ttH_had_BDT3,0.0
ttH|346525|284500|707759,ttH,ttH,signal_top,126.4923808623969,0,0,0,4,4,0,1,1,241.76862716674805,86.48957824707031,65.59284973144531,11.7128324508667,341.6166396956688,1.2526416457340732,False,train,0.8483630985099974,ttH_had_BDT2,0.0
ttH|346525|284500|707027,ttH,ttH,signal_top,123.76104297040735,0,0,0,4,4,0,2,2,302.3956756591797,130.34979248046875,79.95938110351562,56.9244384765625,43.60295406865706,2.96476705059253,False,test,0.7813576597275594,ttH_had_BDT2,0.0
ttH|346525|284500|707078,ttH,ttH,signal_top,124.04725513696972,0,0,0,5,5,0,1,1,320.3495330810547,176.97157287597656,38.6861572265625,16.620227813720703,122.8305060726042,1.5822517361532158,False,train,0.778302156756282,ttH_had_BDT2,0.0
ttH|346525|284500|708116,ttH,ttH,signal_top,123.87498897876621,0,0,0,5,5,0,1,1,324.20212173461914,100.50481414794922,68.12399291992188,26.11229705810547,122.97815519670065,1.7779928986579114,True,train,0.6899631209461982,ttH_had_BDT3,0.00036734421260905474
ttH|346525|284500|708014,ttH,ttH,signal_top,128.97062419733138,0,0,0,4,4,0,2,2,328.428279876709,112.47716522216797,86.65936279296875,6.423203945159912,96.60021885043946,1.911484441519859,False,train,0.7501773094870446,ttH_had_BDT2,0.0
ttH|346525|284500|708334,ttH,ttH,signal_top,125.58986472803822,0,0,0,4,4,0,1,1,249.57360649108887,136.47760009765625,48.129920959472656,49.77722930908203,34.18212261440978,2.6595565710396825,False,train,0.35435365985569717,tH_had_4j1b,0.0
ttH|346525|284500|708238,ttH,ttH,signal_top,125.33009827135412,0,0,0,5,5,0,1,1,445.3898468017578,138.1334686279297,119.9731674194336,24.395660400390625,40.45079817925302,2.690862020097632,True,val,0.6737587771342259,ttH_had_BDT3,0.0003407544509367562
ttH|346525|284500|708465,ttH,ttH,signal_top,127.94886647298438,0,0,0,6,6,0,2,2,390.91283798217773,115.64900970458984,72.5373764038086,44.98796081542969,13.505577398736708,3.1590714664620965,False,train,0.8515853920517304,ttH_had_BDT2,0.0
