event_id,sample,process,process_role,m_gammagamma,n_electrons,n_muons,n_leptons,n_jets,n_jets_central,n_jets_forward,n_bjets,n_bjets_central,ht_jets,lead_jet_pt,sublead_jet_pt,met,pt_gg,delta_r_gg,photon_ti,partition,bdt_score,category,significance_model_weight_36fb
ggH|343981|284500|4998935,ggH,ggH,resonant_higgs,126.60692499904457,0,0,0,4,4,0,1,1,151.18081092834473,65.32052612304688,31.355632781982422,52.1109504699707,178.82919533034482,1.3997449198485337,False,val,0.7726572777418197,ttH_had_BDT2,0.0
ggH|343981|284500|4388538,ggH,ggH,resonant_higgs,126.7322373910029,0,0,0,4,4,0,2,2,166.07176208496094,74.27766418457031,35.082984924316406,17.417848587036133,64.02418168988267,3.2523598378661593,False,train,0.38705617529066616,ttH_had_BDT3,0.0
ggH|343981|284500|4999695,ggH,ggH,resonant_higgs,123.94089612160741,0,0,0,3,3,0,1,1,215.37521362304688,164.1785888671875,25.798608779907227,30.817899703979492,363.07037154639903,0.8496910301340328,True,train,0.8296882261663492,ttH_had_BDT2,0.020216895175003628
ggH|343981|284500|4879879,ggH,ggH,resonant_higgs,125.61012745427135,0,0,0,3,3,0,1,1,139.43836212158203,68.93053436279297,36.94932556152344,15.819405555725098,60.83594155846035,2.483613706083358,True,train,0.08036297924283418,unassigned,0.022456467422529682
ggH|343981|284500|2328593,ggH,ggH,resonant_higgs,124.00377310854974,0,0,0,4,4,0,1,1,383.6779727935791,247.81784057617188,56.58293151855469,34.46629333496094,154.51559303544073,1.6164923778913036,True,train,0.5512110080623281,ttH_had_BDT3,0.019508879039060758
ggH|343981|284500|2435227,ggH,ggH,resonant_higgs,124.45807395621986,0,0,0,3,3,0,1,1,351.31739616394043,288.0926818847656,34.88398742675781,1.3731883764266968,296.88669082507477,0.9175857932174329,True,train,0.5569657362004721,ttH_had_BDT3,-0.019211277177239295
ggH|343981|284500|2434651,ggH,ggH,resonant_higgs,126.5129060337686,0,0,0,3,3,0,1,1,379.03065299987793,288.4097900390625,64.66352844238281,65.26083374023438,229.10504501868243,1.4407771466834933,True,train,0.49996781731254597,ttH_had_BDT3,0.020156847490789394
ggH|343981|284500|2207012,ggH,ggH,resonant_higgs,124.74809203170001,0,0,0,4,4,0,1,1,244.1102752685547,115.52714538574219,65.34226989746094,12.860292434692383,173.4620606205499,1.4315848136966531,True,train,0.5688970607988122,ttH_had_BDT3,0.020614324759573862
ggH|343981|284500|412898,ggH,ggH,resonant_higgs,124.82982246961934,0,0,0,3,3,0,1,1,349.75572967529297,262.8751525878906,54.00309371948242,46.59553146362305,195.82053812527045,1.1981022480166406,True,val,0.45858632468701904,ttH_had_BDT3,0.012316520321421895
ggH|343981|284500|2206734,ggH,ggH,resonant_higgs,126.55526889187368,0,0,0,3,3,0,1,1,321.8646240234375,151.36160278320312,128.58399963378906,10.683378219604492,44.2992458938629,2.904300769848598,True,train,0.18729576415533813,unassigned,0.020218680492671847
ggH|343981|284500|1664411,ggH,ggH,resonant_higgs,125.23799608000283,0,0,0,3,3,0,1,1,101.88259696960449,40.8396110534668,34.26368713378906,30.06745719909668,47.68861260863195,2.505143186709112,False,train,0.04437510886810768,unassigned,0.0
ggH|343981|284500|412969,ggH,ggH,resonant_higgs,126.32525009496639,0,0,0,3,3,0,1,1,110.1046142578125,43.64521789550781,40.91650390625,34.51129150390625,159.13829753565187,1.6461375472165323,True,val,0.34522183564860554,unassigned,0.02062762860533188
ggH|343981|284500|2118584,ggH,ggH,resonant_higgs,125.74319049526184,0,0,0,3,3,0,1,1,128.6108455657959,57.432796478271484,44.049713134765625,15.43181037902832,125.83353623830722,2.098472429797368,False,train,0.25204739636752965,unassigned,0.0
ggH|343981|284500|2118598,ggH,ggH,resonant_higgs,123.62341040060586,0,0,0,5,5,0,1,1,263.45320892333984,104.77054595947266,68.45807647705078,22.589651107788086,264.14566786197247,1.0391823867208145,True,test,0.8643326462247303,ttH_had_BDT2,0.017316922292038888
ggH|343981|284500|2115516,ggH,ggH,resonant_higgs,122.84931635429115,0,0,0,3,3,0,1,1,176.98669052124023,83.80077362060547,64.69620513916016,36.35892105102539,104.76953408873149,1.907795061134432,True,val,0.35831184164485,unassigned,0.0
ggH|343981|284500|414457,ggH,ggH,resonant_higgs,124.11474499115673,0,0,0,3,3,0,1,1,208.47693252563477,103.39700317382812,59.818477630615234,19.699602127075195,177.13291569804127,1.2636665354966201,True,train,0.42386560411601476,ttH_had_BDT3,0.020113287438605406
ggH|343981|284500|2122439,ggH,ggH,resonant_higgs,123.33027844624498,0,0,0,6,6,0,1,1,490.4876346588135,165.20111083984375,159.83547973632812,40.117645263671875,109.4805473165511,2.042688547221482,True,val,0.8576116457922484,ttH_had_BDT2,0.02012775999565678
ggH|343981|284500|2123689,ggH,ggH,resonant_higgs,126.43523900780987,0,0,0,3,3,0,1,1,313.77506256103516,210.00848388671875,60.867271423339844,25.15570640563965,138.18236462071874,1.8787047351349022,True,val,0.44864982976041284,ttH_had_BDT3,0.01902609732437162
